Date,Site,Transect,Code,Species,length (cm),Phase,a,b,Biomass,Family
2013,Barcadera,3,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Barcadera,3,stop,Sparisoma viride,29,i,-4.4317,2.9051,527.0021945,Scaridae
2013,Barcadera,3,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Barcadera,3,stop,Sparisoma viride,33,t,-4.4317,2.9051,767.069733,Scaridae
2013,Barcadera,4,blt,Acanthurus coeruleus,19,,-2.8242,2.2638,215.9943554,Acanthuridae
2013,Barcadera,4,blt,Acanthurus coeruleus,19,,-2.8242,2.2638,215.9943554,Acanthuridae
2013,Barcadera,4,blt,Acanthurus coeruleus,20,,-2.8242,2.2638,242.5893351,Acanthuridae
2013,Barcadera,4,ytd,Microspathodon chrysurus,13,,-4.7033,3.0825,65.00254842,Pomacentridae
2013,Barcadera,4,ytd,Microspathodon chrysurus,13,,-4.7033,3.0825,65.00254842,Pomacentridae
2013,Barcadera,4,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Barcadera,4,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Barcadera,4,prp,Scarus taeniopterus,19,i,-3.2257,2.3852,162.025395,Scaridae
2013,Barcadera,4,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,4,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,4,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Barcadera,4,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Barcadera,4,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Barcadera,4,stop,Sparisoma viride,29,i,-4.4317,2.9051,527.0021945,Scaridae
2013,Barcadera,4,stop,Sparisoma viride,32,i,-4.4317,2.9051,701.4733917,Scaridae
2013,Barcadera,5,ocs,Acanthurus bahianus,20,,-4.6005,2.9752,176.0047721,Acanthuridae
2013,Barcadera,5,ytd,Microspathodon chrysurus,13,,-4.7033,3.0825,65.00254842,Pomacentridae
2013,Barcadera,5,strp,Scarus iseri,24,t,-4.8887,3.0548,241.1955557,Scaridae
2013,Barcadera,5,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2013,Barcadera,5,prp,Scarus taeniopterus,11,i,-3.2257,2.3852,43.99768567,Scaridae
2013,Barcadera,5,prp,Scarus taeniopterus,7,j,-3.2257,2.3852,14.97020836,Scaridae
2013,Barcadera,5,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,5,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,5,qup,Scarus vetula,31,i,-5.0162,3.1109,542.2219485,Scaridae
2013,Barcadera,5,stop,Sparisoma viride,26,i,-4.4317,2.9051,383.7417689,Scaridae
2013,Barcadera,5,stop,Sparisoma viride,29,i,-4.4317,2.9051,527.0021945,Scaridae
2013,Barcadera,5,stop,Sparisoma viride,32,i,-4.4317,2.9051,701.4733917,Scaridae
2013,Barcadera,6,dcf,Acanthurus chirurgus,16,,-2.4262,2.0768,141.682555,Acanthuridae
2013,Barcadera,6,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2013,Barcadera,6,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,6,qup,Scarus vetula,33,i,-5.0162,3.1109,658.6353186,Scaridae
2013,Barcadera,6,qup,Scarus vetula,34,t,-5.0162,3.1109,722.7327969,Scaridae
2013,Barcadera,6,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Barcadera,6,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Barcadera,6,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Barcadera,6,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Barcadera,6,stop,Sparisoma viride,31,i,-4.4317,2.9051,639.668341,Scaridae
2013,Barcadera,6,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Barcadera,7,blt,Acanthurus coeruleus,15,,-2.8242,2.2638,126.483942,Acanthuridae
2013,Barcadera,7,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2013,Barcadera,7,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2013,Barcadera,7,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Barcadera,7,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,7,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,7,qup,Scarus vetula,32,i,-5.0162,3.1109,598.5095266,Scaridae
2013,Barcadera,7,qup,Scarus vetula,30,t,-5.0162,3.1109,489.6395739,Scaridae
2013,Barcadera,7,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Barcadera,7,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Barcadera,7,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Barcadera,7,stop,Sparisoma viride,31,t,-4.4317,2.9051,639.668341,Scaridae
2013,Barcadera,7,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Barcadera,8,ytd,Microspathodon chrysurus,12,,-4.7033,3.0825,50.78976354,Pomacentridae
2013,Barcadera,8,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Barcadera,8,prp,Scarus taeniopterus,19,i,-3.2257,2.3852,162.025395,Scaridae
2013,Barcadera,8,prp,Scarus taeniopterus,19,i,-3.2257,2.3852,162.025395,Scaridae
2013,Barcadera,8,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,8,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Barcadera,8,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Barcadera,8,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Barcadera,8,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Barcadera,8,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Barcadera,8,stop,Sparisoma viride,31,i,-4.4317,2.9051,639.668341,Scaridae
2013,Barcadera,9,blt,Acanthurus coeruleus,19,,-2.8242,2.2638,215.9943554,Acanthuridae
2013,Barcadera,9,strp,Scarus iseri,12,i,-4.8887,3.0548,29.02571124,Scaridae
2013,Barcadera,9,strp,Scarus iseri,23,t,-4.8887,3.0548,211.7903624,Scaridae
2013,Barcadera,9,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Barcadera,9,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Barcadera,9,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Barcadera,9,qup,Scarus vetula,32,i,-5.0162,3.1109,598.5095266,Scaridae
2013,Barcadera,9,qup,Scarus vetula,34,t,-5.0162,3.1109,722.7327969,Scaridae
2013,Barcadera,9,rdp,Sparisoma aurofrenatum,22,t,-4.0781,2.7438,223.3774617,Scaridae
2013,Barcadera,9,stop,Sparisoma viride,22,i,-4.4317,2.9051,236.1957779,Scaridae
2013,Barcadera,9,stop,Sparisoma viride,24,i,-4.4317,2.9051,304.1246893,Scaridae
2013,Barcadera,9,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Barcadera,9,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Barcadera,9,stop,Sparisoma viride,31,i,-4.4317,2.9051,639.668341,Scaridae
2013,Calabas,1,ocs,Acanthurus bahianus,15,,-4.6005,2.9752,74.78365961,Acanthuridae
2013,Calabas,1,ocs,Acanthurus bahianus,18,,-4.6005,2.9752,128.6431771,Acanthuridae
2013,Calabas,1,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2013,Calabas,1,strp,Scarus iseri,14,i,-4.8887,3.0548,46.48276173,Scaridae
2013,Calabas,1,prp,Scarus taeniopterus,21,i,-3.2257,2.3852,205.7109746,Scaridae
2013,Calabas,1,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,1,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,1,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,1,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,1,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Calabas,1,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Calabas,1,rdp,Sparisoma aurofrenatum,17,i,-4.0781,2.7438,110.1046728,Scaridae
2013,Calabas,1,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Calabas,1,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Calabas,1,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Calabas,1,stop,Sparisoma viride,31,i,-4.4317,2.9051,639.668341,Scaridae
2013,Calabas,1,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Calabas,2,ocs,Acanthurus bahianus,19,,-4.6005,2.9752,151.0941722,Acanthuridae
2013,Calabas,2,blt,Acanthurus coeruleus,17,,-2.8242,2.2638,167.9152994,Acanthuridae
2013,Calabas,2,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,2,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Calabas,2,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,2,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,2,prp,Scarus taeniopterus,8,j,-3.2257,2.3852,20.58496993,Scaridae
2013,Calabas,2,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,2,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,2,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,2,qup,Scarus vetula,32,i,-5.0162,3.1109,598.5095266,Scaridae
2013,Calabas,2,qup,Scarus vetula,33,i,-5.0162,3.1109,658.6353186,Scaridae
2013,Calabas,2,qup,Scarus vetula,34,t,-5.0162,3.1109,722.7327969,Scaridae
2013,Calabas,2,rdp,Sparisoma aurofrenatum,21,i,-4.0781,2.7438,196.6098631,Scaridae
2013,Calabas,2,rdp,Sparisoma aurofrenatum,23,t,-4.0781,2.7438,252.3532118,Scaridae
2013,Calabas,2,rtp,Sparisoma chrysopterum,30,t,-3.0509,2.3192,494.3557773,Scaridae
2013,Calabas,2,stop,Sparisoma viride,24,i,-4.4317,2.9051,304.1246893,Scaridae
2013,Calabas,2,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Calabas,3,dcf,Acanthurus chirurgus,15,,-2.4262,2.0768,123.9099914,Acanthuridae
2013,Calabas,3,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,17,i,-3.2257,2.3852,124.2701342,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,21,i,-3.2257,2.3852,205.7109746,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,22,i,-3.2257,2.3852,229.8510957,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,23,i,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,3,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Calabas,3,qup,Scarus vetula,18,i,-5.0162,3.1109,99.93721352,Scaridae
2013,Calabas,3,qup,Scarus vetula,24,i,-5.0162,3.1109,244.5677296,Scaridae
2013,Calabas,3,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Calabas,3,qup,Scarus vetula,32,i,-5.0162,3.1109,598.5095266,Scaridae
2013,Calabas,3,qup,Scarus vetula,34,t,-5.0162,3.1109,722.7327969,Scaridae
2013,Calabas,3,rdp,Sparisoma aurofrenatum,21,i,-4.0781,2.7438,196.6098631,Scaridae
2013,Calabas,3,stop,Sparisoma viride,20,i,-4.4317,2.9051,179.0697554,Scaridae
2013,Calabas,3,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Calabas,3,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Calabas,3,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Calabas,3,stop,Sparisoma viride,32,i,-4.4317,2.9051,701.4733917,Scaridae
2013,Calabas,4,dcf,Acanthurus chirurgus,17,,-2.4262,2.0768,160.6927636,Acanthuridae
2013,Calabas,4,blt,Acanthurus coeruleus,15,,-2.8242,2.2638,126.483942,Acanthuridae
2013,Calabas,4,blt,Acanthurus coeruleus,15,,-2.8242,2.2638,126.483942,Acanthuridae
2013,Calabas,4,blt,Acanthurus coeruleus,17,,-2.8242,2.2638,167.9152994,Acanthuridae
2013,Calabas,4,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2013,Calabas,4,blt,Acanthurus coeruleus,19,,-2.8242,2.2638,215.9943554,Acanthuridae
2013,Calabas,4,strp,Scarus iseri,22,t,-4.8887,3.0548,184.898252,Scaridae
2013,Calabas,4,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Calabas,4,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,4,prp,Scarus taeniopterus,9,j,-3.2257,2.3852,27.26209542,Scaridae
2013,Calabas,4,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,4,prp,Scarus taeniopterus,12,j,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,4,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,4,qup,Scarus vetula,32,i,-5.0162,3.1109,598.5095266,Scaridae
2013,Calabas,4,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Calabas,4,rdp,Sparisoma aurofrenatum,19,i,-4.0781,2.7438,149.3977753,Scaridae
2013,Calabas,4,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Calabas,5,ocs,Acanthurus bahianus,20,,-4.6005,2.9752,176.0047721,Acanthuridae
2013,Calabas,5,blt,Acanthurus coeruleus,18,,-2.8242,2.2638,191.1110933,Acanthuridae
2013,Calabas,5,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Calabas,5,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,5,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,5,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,5,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Calabas,5,rdp,Sparisoma aurofrenatum,22,i,-4.0781,2.7438,223.3774617,Scaridae
2013,Calabas,5,stop,Sparisoma viride,32,t,-4.4317,2.9051,701.4733917,Scaridae
2013,Calabas,6,ocs,Acanthurus bahianus,16,,-4.6005,2.9752,90.61451544,Acanthuridae
2013,Calabas,6,dcf,Acanthurus chirurgus,17,,-2.4262,2.0768,160.6927636,Acanthuridae
2013,Calabas,6,blt,Acanthurus coeruleus,16,,-2.8242,2.2638,146.3817102,Acanthuridae
2013,Calabas,6,strp,Scarus iseri,24,t,-4.8887,3.0548,241.1955557,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,16,i,-3.2257,2.3852,107.5392449,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,17,i,-3.2257,2.3852,124.2701342,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,17,i,-3.2257,2.3852,124.2701342,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,9,j,-3.2257,2.3852,27.26209542,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,6,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Calabas,6,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Calabas,6,qup,Scarus vetula,36,t,-5.0162,3.1109,863.3789375,Scaridae
2013,Calabas,6,rdp,Sparisoma aurofrenatum,23,t,-4.0781,2.7438,252.3532118,Scaridae
2013,Calabas,6,stop,Sparisoma viride,15,i,-4.4317,2.9051,77.6359223,Scaridae
2013,Calabas,7,blt,Acanthurus coeruleus,20,,-2.8242,2.2638,242.5893351,Acanthuridae
2013,Calabas,7,strp,Scarus iseri,20,i,-4.8887,3.0548,138.1931228,Scaridae
2013,Calabas,7,strp,Scarus iseri,20,i,-4.8887,3.0548,138.1931228,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,10,i,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,13,i,-3.2257,2.3852,65.53566097,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Calabas,7,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Calabas,7,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Calabas,7,qup,Scarus vetula,32,i,-5.0162,3.1109,598.5095266,Scaridae
2013,Calabas,7,qup,Scarus vetula,33,t,-5.0162,3.1109,658.6353186,Scaridae
2013,Calabas,7,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Calabas,7,rdp,Sparisoma aurofrenatum,18,i,-4.0781,2.7438,128.8002481,Scaridae
2013,Calabas,7,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Calabas,7,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Calabas,7,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Calabas,7,stop,Sparisoma viride,27,i,-4.4317,2.9051,428.2080932,Scaridae
2013,Calabas,7,stop,Sparisoma viride,8,j,-4.4317,2.9051,12.5016323,Scaridae
2013,Calabas,7,stop,Sparisoma viride,24,,-4.4317,2.9051,304.1246893,Scaridae
2013,Calabas,8,prp,Scarus taeniopterus,15,i,-3.2257,2.3852,92.1961681,Scaridae
2013,Calabas,8,prp,Scarus taeniopterus,17,i,-3.2257,2.3852,124.2701342,Scaridae
2013,Calabas,8,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,8,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,8,prp,Scarus taeniopterus,7,j,-3.2257,2.3852,14.97020836,Scaridae
2013,Calabas,8,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,8,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,8,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Calabas,8,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Calabas,8,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Calabas,8,stop,Sparisoma viride,15,i,-4.4317,2.9051,77.6359223,Scaridae
2013,Calabas,8,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Calabas,8,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Calabas,8,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Calabas,9,ocs,Acanthurus bahianus,17,,-4.6005,2.9752,108.5254589,Acanthuridae
2013,Calabas,9,prp,Scarus taeniopterus,18,i,-3.2257,2.3852,142.4216389,Scaridae
2013,Calabas,9,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,9,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Calabas,9,prp,Scarus taeniopterus,8,j,-3.2257,2.3852,20.58496993,Scaridae
2013,Calabas,9,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,9,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Calabas,9,prp,Scarus taeniopterus,23,t,-3.2257,2.3852,255.5602089,Scaridae
2013,Calabas,9,prp,Scarus taeniopterus,24,t,-3.2257,2.3852,282.8654168,Scaridae
2013,Calabas,9,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Calabas,9,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Calabas,9,qup,Scarus vetula,30,i,-5.0162,3.1109,489.6395739,Scaridae
2013,Calabas,9,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Calabas,9,qup,Scarus vetula,36,t,-5.0162,3.1109,863.3789375,Scaridae
2013,Calabas,9,rdp,Sparisoma aurofrenatum,23,t,-4.0781,2.7438,252.3532118,Scaridae
2013,Calabas,9,stop,Sparisoma viride,22,i,-4.4317,2.9051,236.1957779,Scaridae
2013,Calabas,9,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
2013,Calabas,9,stop,Sparisoma viride,26,i,-4.4317,2.9051,383.7417689,Scaridae
2013,Calabas,9,stop,Sparisoma viride,28,i,-4.4317,2.9051,475.925305,Scaridae
2013,Calabas,9,stop,Sparisoma viride,30,i,-4.4317,2.9051,581.547184,Scaridae
2013,Calabas,9,stop,Sparisoma viride,31,i,-4.4317,2.9051,639.668341,Scaridae
2013,Eighteenth Palm,1,dcf,Acanthurus chirurgus,20,,-2.4262,2.0768,225.205553,Acanthuridae
2013,Eighteenth Palm,1,blt,Acanthurus coeruleus,15,,-2.8242,2.2638,126.483942,Acanthuridae
2013,Eighteenth Palm,1,strp,Scarus iseri,9,j,-4.8887,3.0548,12.05369,Scaridae
2013,Eighteenth Palm,1,prp,Scarus taeniopterus,12,i,-3.2257,2.3852,54.14559221,Scaridae
2013,Eighteenth Palm,1,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Eighteenth Palm,1,prp,Scarus taeniopterus,25,t,-3.2257,2.3852,311.7931062,Scaridae
2013,Eighteenth Palm,1,qup,Scarus vetula,24,i,-5.0162,3.1109,244.5677296,Scaridae
2013,Eighteenth Palm,1,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Eighteenth Palm,1,qup,Scarus vetula,25,i,-5.0162,3.1109,277.684458,Scaridae
2013,Eighteenth Palm,1,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Eighteenth Palm,1,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Eighteenth Palm,1,rdp,Sparisoma aurofrenatum,19,t,-4.0781,2.7438,149.3977753,Scaridae
2013,Eighteenth Palm,1,rtp,Sparisoma chrysopterum,30,t,-3.0509,2.3192,494.3557773,Scaridae
2013,Eighteenth Palm,2,ocs,Acanthurus bahianus,14,,-4.6005,2.9752,60.90600752,Acanthuridae
2013,Eighteenth Palm,2,ocs,Acanthurus bahianus,15,,-4.6005,2.9752,74.78365961,Acanthuridae
2013,Eighteenth Palm,2,ocs,Acanthurus bahianus,15,,-4.6005,2.9752,74.78365961,Acanthuridae
2013,Eighteenth Palm,2,blt,Acanthurus coeruleus,15,,-2.8242,2.2638,126.483942,Acanthuridae
2013,Eighteenth Palm,2,prp,Scarus taeniopterus,20,i,-3.2257,2.3852,183.1119745,Scaridae
2013,Eighteenth Palm,2,prp,Scarus taeniopterus,10,j,-3.2257,2.3852,35.05096668,Scaridae
2013,Eighteenth Palm,2,qup,Scarus vetula,23,i,-5.0162,3.1109,214.2392923,Scaridae
2013,Eighteenth Palm,2,qup,Scarus vetula,28,i,-5.0162,3.1109,395.0607826,Scaridae
2013,Eighteenth Palm,2,qup,Scarus vetula,35,t,-5.0162,3.1109,790.9358834,Scaridae
2013,Eighteenth Palm,2,rdp,Sparisoma aurofrenatum,20,i,-4.0781,2.7438,171.9753104,Scaridae
2013,Eighteenth Palm,2,rdp,Sparisoma aurofrenatum,25,i,-4.0781,2.7438,317.2252847,Scaridae
2013,Eighteenth Palm,2,stop,Sparisoma viride,25,i,-4.4317,2.9051,342.4171586,Scaridae
