Diver,Date,Site,Management,Dive number,Transect number,Species Code,Common name,Species,Functional Feeding Group,Family,Length (cm),Number,Phase,a,b,weight (g),num x weight (g)
MWW,3/5/17,Front Porch,FPA,2,1,PrP,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,29,1,T,0.0335,2.7086,306.264052,306.264052
MWW,3/5/17,Front Porch,FPA,2,1,PrP,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,27,1,T,0.0335,2.7086,252.369402,252.369402
MWW,3/5/17,Front Porch,FPA,2,1,BlT,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,19,1,,0.02512,2.96,153.1546876,153.1546876
MWW,3/5/17,Front Porch,FPA,2,1,CrW,Creole Wrasse,Clepticus parrae,Planktivore,Labridae,11,20,,0.00955,3.05,14.33016072,286.6032144
MWW,3/5/17,Front Porch,FPA,2,1,GrB,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,16,1,,0.01122,3.07,55.80090001,55.80090001
MWW,3/5/17,Front Porch,FPA,2,1,GrB,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,22,2,,0.01122,3.07,148.330509,296.661018
MWW,3/5/17,Front Porch,FPA,2,1,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,22,1,,0.01413,2.98,141.4365814,141.4365814
MWW,3/5/17,Front Porch,FPA,2,1,DcF,Doctorfish,Acanthurus chirurgus,Herbivores,Acanthuridae,19,1,,0.02089,2.96,127.3647064,127.3647064
MWW,3/5/17,Front Porch,FPA,2,1,DcF,Doctorfish,Acanthurus chirurgus,Herbivores,Acanthuridae,22,1,,0.02089,2.96,196.5665319,196.5665319
MWW,3/5/17,Front Porch,FPA,2,1,BhW,Bluehead Wrasse,Thalassoma bifasciatum,Carnivores,Labridae,8,1,,0.00891,3.01,4.657775637,4.657775637
MWW,3/5/17,Front Porch,FPA,2,1,BlC,Blue Chromis,Chromis cyanea,Planktivore,Pomacentridae,9,1,,0.01479,2.98,10.31836418,10.31836418
MWW,3/5/17,Front Porch,FPA,2,1,CsG,Caesar Grunt,Haemulon carbonarium,Carnivores,Haemulidae,20,1,,0.01738,2.98,130.9541178,130.9541178
MWW,3/5/17,Front Porch,FPA,2,1,SmT,Smooth Trunkfish,Lactophyrs triqueter,Omnivores,Ostraciidae,12,1,,0.04898,2.78,48.99397145,48.99397145
MWW,3/5/17,Front Porch,FPA,2,1,SpT,Spotted Trunkfish,Lactophrys bicaudalis,Omnivores,Ostraciidae,13,1,,0.049,2.78,61.22920202,61.22920202
MWW,3/5/17,Front Porch,FPA,2,1,GtF,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,20,1,,0.00977,3.12,111.9716686,111.9716686
MWW,3/5/17,Front Porch,FPA,2,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,I,0.01072,3.12,122.8593948,122.8593948
MWW,3/5/17,Front Porch,FPA,2,1,MgS,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,18,1,,0.01698,2.96,88.21537833,88.21537833
MWW,3/5/17,Front Porch,FPA,2,1,FrA,French Angelfish,Pomacanthus paru,Carnivores,Pomacanthidae,18,1,,0.0309,2.95,155.9596922,155.9596922
MWW,3/5/17,Front Porch,FPA,2,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,T,0.01072,3.12,122.8593948,122.8593948
MWW,3/5/17,Front Porch,FPA,2,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,22,1,T,0.01072,3.12,165.4068723,165.4068723
MWW,3/5/17,Front Porch,FPA,2,1,StrP,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,18,1,I,0.01096,3.01,65.79316738,65.79316738
MWW,3/5/17,Front Porch,FPA,2,1,bbs,Blackbar soldierfish,Myripristis jacobus ,Carnivores,Holocentridae,18,2,,0.01202,3.06,83.37547733,166.7509547
MWW,3/5/17,Front Porch,FPA,2,1,GtF,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,20,1,,0.00977,3.12,111.9716686,111.9716686
MWW,3/5/17,Front Porch,FPA,2,1,BrC,Brown Chromis,Chromis multilineata,Planktivore,Pomacentridae,10,150,,0.01479,2.98,14.12434035,2118.651052
MWW,3/5/17,Front Porch,FPA,2,2,QuP,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,41,1,T,0.0138,3.03,1063.198052,1063.198052
MWW,3/5/17,Front Porch,FPA,2,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,22,1,,0.01698,2.96,159.7749981,159.7749981
MWW,3/5/17,Front Porch,FPA,2,2,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,33,1,T,0.0138,3.04,570.3762895,570.3762895
MWW,3/5/17,Front Porch,FPA,2,2,sand,Sand diver (prev. lizardfish),Synodus intermedius,Carnivores,Synodontidae,40,1,,0.0038,3.21,527.7110264,527.7110264
MWW,3/5/17,Front Porch,FPA,2,2,BlG,Blue Stripped Grunt,Haemulon sciurus,Carnivores,Haemulidae,29,1,,0.01549,2.98,353.1810973,353.1810973
MWW,3/5/17,Front Porch,FPA,2,2,PrP,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,30,1,T,0.0335,2.7086,335.7186264,335.7186264
MWW,3/5/17,Front Porch,FPA,2,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,12,12,,0.01698,2.96,26.56526633,318.7831959
MWW,3/5/17,Front Porch,FPA,2,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,18,18,,0.01698,2.96,88.21537833,1587.87681
MWW,3/5/17,Front Porch,FPA,2,2,MgS,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,22,3,,0.01698,2.96,159.7749981,479.3249944
MWW,3/5/17,Front Porch,FPA,2,2,BaJ,Bar Jack,Caranx ruber,Carnivores,Carangidae,35,2,,0.01698,2.95,609.4504706,1218.900941
MWW,3/5/17,Front Porch,FPA,2,2,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,32,2,,0.01413,2.98,432.0053222,864.0106444
MWW,3/5/17,Front Porch,FPA,2,2,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,28,1,,0.01413,2.98,290.1837544,290.1837544
MWW,3/5/17,Front Porch,FPA,2,2,CrF,Creole Fish,Paranthias furcifer,Carnivores,Serranidae,18,2,,0.0135,3.043,89.15136592,178.3027318
MWW,3/5/17,Front Porch,FPA,2,2,trum,Atlantic trumpetfish,Aulostomus maculatus,Carnivores,Aulostomidae,40,1,,0.0001,3.554,49.39934712,49.39934712
MWW,3/5/17,Front Porch,FPA,2,2,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,27,5,I,0.0138,3.04,309.9023928,1549.511964
MWW,3/5/17,Front Porch,FPA,2,2,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,18,2,,0.0138,3.04,90.34570307,180.6914061
MWW,3/5/17,Front Porch,FPA,2,2,whf,Whitespotted Filefish,Cantherhines macrocerus,Carnivores,Monacanthidae,25,2,,0.02291,2.89,251.2301249,502.4602498
MWW,3/5/17,Front Porch,FPA,2,2,FrG,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,20,12,,0.01349,3,107.92,1295.04
MWW,3/5/17,Front Porch,FPA,2,2,FrG,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,14,20,,0.01349,3,37.01656,740.3312
MWW,3/5/17,Front Porch,FPA,2,2,GtF,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,22,3,,0.00977,3.12,150.748614,452.245842
MWW,3/5/17,Front Porch,FPA,2,2,GtF,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,14,3,,0.00977,3.12,36.79713745,110.3914124
MWW,3/5/17,Front Porch,FPA,2,2,BlG,Blue Stripped Grunt,Haemulon sciurus,Carnivores,Haemulidae,28,2,,0.01549,2.98,318.113684,636.227368
MWW,3/5/17,Front Porch,FPA,2,2,SgM,Sergeant Major,Abudefduf saxatilis,Carnivores,Pomacentridae,2,12,,0.0182,3.05,0.150734573,1.808814875
MWW,3/5/17,Front Porch,FPA,2,2,PuD,Puddingwife,Halichoeres radiatus,Carnivores,Labridae,29,1,,0.0131,3.038,363.1084982,363.1084982
MWW,3/5/17,Front Porch,FPA,2,2,BhW,Bluehead Wrasse,Thalassoma bifasciatum,Carnivores,Labridae,8,15,,0.00891,3.01,4.657775637,69.86663455
MWW,3/5/17,Front Porch,FPA,2,2,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,23,3,,0.0138,3.04,190.3407201,571.0221602
MWW,3/5/17,Front Porch,FPA,2,2,PuD,Puddingwife,Halichoeres radiatus,Carnivores,Labridae,12,1,,0.0131,3.038,24.87848449,24.87848449
MWW,3/5/17,Front Porch,FPA,2,2,BhW,Bluehead Wrasse,Thalassoma bifasciatum,Carnivores,Labridae,8,20,,0.00891,3.01,4.657775637,93.15551273
MWW,3/5/17,Front Porch,FPA,2,2,BrC,Brown Chromis,Chromis multilineata,Planktivore,Pomacentridae,9,200,,0.01479,2.98,10.31836418,2063.672837
MWW,3/5/17,Front Porch,FPA,2,3,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,30,1,T,0.0138,3.04,426.9015196,426.9015196
MWW,3/5/17,Front Porch,FPA,2,3,QuP,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,32,1,T,0.0138,3.03,501.74554,501.74554
MWW,3/5/17,Front Porch,FPA,2,3,CsG,Caesar Grunt,Haemulon carbonarium,Carnivores,Haemulidae,22,1,,0.01738,2.98,173.9679961,173.9679961
MWW,3/5/17,Front Porch,FPA,2,3,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,28,1,T,0.0138,3.04,346.1302067,346.1302067
MWW,3/5/17,Front Porch,FPA,2,3,YfM,Yellowfin Mojarra,Gerres cinereus,Carnivores,Gerreidae,18,1,,0.01148,3.07,81.9650067,81.9650067
MWW,3/5/17,Front Porch,FPA,2,3,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,10,1,I,0.0138,3.04,15.13139911,15.13139911
MWW,3/5/17,Front Porch,FPA,2,3,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,24,1,I,0.0138,3.04,216.6313276,216.6313276
MWW,3/5/17,Front Porch,FPA,2,3,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,22,3,I,0.0138,3.04,166.2815393,498.8446178
MWW,3/5/17,Front Porch,FPA,2,3,QuP,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,38,1,,0.0138,3.03,844.5461455,844.5461455
MWW,3/5/17,Front Porch,FPA,2,3,PrP,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,18,1,I,0.0335,2.7086,84.15422298,84.15422298
MWW,3/5/17,Front Porch,FPA,2,3,DcF,Doctorfish,Acanthurus chirurgus,Herbivores,Acanthuridae,18,1,,0.02089,2.96,108.5288135,108.5288135
MWW,3/5/17,Front Porch,FPA,2,3,CsG,Caesar Grunt,Haemulon carbonarium,Carnivores,Haemulidae,26,1,,0.01738,2.98,286.2004742,286.2004742
MWW,3/5/17,Front Porch,FPA,2,3,FrG,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,20,1,,0.01349,3,107.92,107.92
MWW,3/5/17,Front Porch,FPA,2,3,CrF,Creole Fish,Paranthias furcifer,Carnivores,Serranidae,10,20,,0.0135,3.043,14.90506137,298.1012274
MWW,3/5/17,Front Porch,FPA,2,3,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,T,0.01072,3.12,122.8593948,122.8593948
MWW,3/5/17,Front Porch,FPA,2,3,BaJ,Bar Jack,Caranx ruber,Carnivores,Carangidae,42,1,,0.01698,2.95,1043.573621,1043.573621
MWW,3/5/17,Front Porch,FPA,2,3,GrB,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,18,1,,0.01122,3.07,80.10865638,80.10865638
MWW,3/5/17,Front Porch,FPA,2,3,StrP,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,18,2,I,0.01096,3.01,65.79316738,131.5863348
MWW,3/5/17,Front Porch,FPA,2,3,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,22,5,I,0.0138,3.04,166.2815393,831.4076963
MWW,3/5/17,Front Porch,FPA,2,3,YhW,Yellowhead Wrasse,Halichoeres garnoti,Carnivores,Labridae,17,2,,0.01,3.13,71.00764739,142.0152948
MWW,3/5/17,Front Porch,FPA,2,3,GtF,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,17,1,,0.00977,3.12,67.43652739,67.43652739
MWW,3/5/17,Front Porch,FPA,2,3,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,24,1,,0.01413,2.98,183.3038818,183.3038818
MWW,3/5/17,Front Porch,FPA,2,3,BaJ,Bar Jack,Caranx ruber,Carnivores,Carangidae,35,1,,0.01698,2.95,609.4504706,609.4504706
MWW,3/5/17,Front Porch,FPA,2,3,SpH,Spanish Hogfish,Bodianus rufus,Carnivores,Labridae,22,1,,0.0144,3.0532,180.7371464,180.7371464
MWW,3/5/17,Front Porch,FPA,2,3,QuP,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,22,1,I,0.0138,3.03,161.2203313,161.2203313
MWW,3/5/17,Front Porch,FPA,2,3,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,I,0.01072,3.12,122.8593948,122.8593948
MWW,3/5/17,Front Porch,FPA,2,3,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,23,5,I,0.0138,3.04,190.3407201,951.7036003
MWW,3/5/17,Front Porch,FPA,2,3,lsq,Longspine Squirrelfish,Holocentrus rufus,Carnivores,Holocentridae,18,1,,0.01148,2.89,48.71687563,48.71687563
MWW,3/5/17,Front Porch,FPA,2,3,StrP,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,18,1,I,0.01096,3.01,65.79316738,65.79316738
MWW,3/5/17,Front Porch,FPA,2,3,StrP,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,14,1,,0.01096,3.01,30.87848196,30.87848196
MWW,3/5/17,Front Porch,FPA,2,3,SpH,Spanish Hogfish,Bodianus rufus,Carnivores,Labridae,27,1,,0.0144,3.0532,337.7554277,337.7554277
MWW,3/5/17,Front Porch,FPA,2,3,GrB,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,20,1,,0.01122,3.07,110.7018666,110.7018666
MWW,3/5/17,Front Porch,FPA,2,3,MgS,Mahogany Snapper,Lutjanus mahogoni,Carnivores,Lutjanidae,18,20,,0.01698,2.96,88.21537833,1764.307567
MWW,3/5/17,Front Porch,FPA,2,3,4eB,Foureye Butterflyfish,Chaetodon capistratus,Carnivores,Chaetodontidae,8,1,,0.02512,3.1,15.83429,15.83429
MWW,3/5/17,Front Porch,FPA,2,3,SgM,Sergeant Major,Abudefduf saxatilis,Carnivores,Pomacentridae,10,10,,0.0182,3.05,20.42073587,204.2073587
MWW,3/5/17,Front Porch,FPA,2,3,FrG,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,19,1,,0.01349,3,92.52791,92.52791
MWW,3/5/17,Front Porch,FPA,2,4,hcc,Honeycomb Cowfish,Acanthostracion polygonia,Omnivores,Ostraciidae,24,1,,0.02818,2.83,226.9545024,226.9545024
MWW,3/5/17,Front Porch,FPA,2,4,BlG,Blue Stripped Grunt,Haemulon sciurus,Carnivores,Haemulidae,32,1,,0.01549,2.98,473.5854523,473.5854523
MWW,3/5/17,Front Porch,FPA,2,4,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,24,5,I,0.0138,3.04,216.6313276,1083.156638
MWW,3/5/17,Front Porch,FPA,2,4,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,31,1,T,0.0138,3.04,471.6486934,471.6486934
MWW,3/5/17,Front Porch,FPA,2,4,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,20,1,,0.01413,2.98,106.4661499,106.4661499
MWW,3/5/17,Front Porch,FPA,2,4,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,20,5,I,0.0138,3.04,124.4544051,622.2720255
MWW,3/5/17,Front Porch,FPA,2,4,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,18,1,,0.0138,3.04,90.34570307,90.34570307
MWW,3/5/17,Front Porch,FPA,2,4,DcF,Doctorfish,Acanthurus chirurgus,Herbivores,Acanthuridae,18,1,,0.02089,2.96,108.5288135,108.5288135
MWW,3/5/17,Front Porch,FPA,2,4,PrP,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,12,1,I,0.0335,2.7086,28.06177448,28.06177448
MWW,3/5/17,Front Porch,FPA,2,4,GrB,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,16,1,,0.01122,3.07,55.80090001,55.80090001
MWW,3/5/17,Front Porch,FPA,2,4,GrB,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,20,1,,0.01122,3.07,110.7018666,110.7018666
MWW,3/5/17,Front Porch,FPA,2,4,whf,Whitespotted Filefish,Cantherhines macrocerus,Carnivores,Monacanthidae,26,1,,0.02291,2.89,281.3831356,281.3831356
MWW,3/5/17,Front Porch,FPA,2,4,whf,Whitespotted Filefish,Cantherhines macrocerus,Carnivores,Monacanthidae,20,1,,0.02291,2.89,131.8262131,131.8262131
MWW,3/5/17,Front Porch,FPA,2,4,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,22,1,T,0.0138,3.04,166.2815393,166.2815393
MWW,3/5/17,Front Porch,FPA,2,4,spg,Spanish Grunt,Haemulon macrostomum,Carnivores,Haemulidae,20,1,,0.0244,2.039,10.96957969,10.96957969
MWW,3/5/17,Front Porch,FPA,2,4,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,18,1,,0.01072,3.12,88.43923989,88.43923989
MWW,3/5/17,Front Porch,FPA,2,4,StoP,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,18,3,I,0.0138,3.04,90.34570307,271.0371092
MWW,3/5/17,Front Porch,FPA,2,4,DcF,Doctorfish,Acanthurus chirurgus,Herbivores,Acanthuridae,14,1,,0.02089,2.96,51.57953536,51.57953536
MWW,3/5/17,Front Porch,FPA,2,4,sms,Schoolmaster snapper,Lutjanus apodus,Carnivores,Lutjanidae,19,1,,0.01413,2.98,91.37510577,91.37510577
MWW,3/5/17,Front Porch,FPA,2,4,Stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,27,1,T,0.0138,3.04,309.9023928,309.9023928
MWW,3/5/17,Front Porch,FPA,2,4,PrP,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,25,1,T,0.0335,2.7086,204.8826178,204.8826178
MWW,3/5/17,Front Porch,FPA,2,4,CrF,Creole Fish,Paranthias furcifer,Carnivores,Serranidae,18,1,,0.0135,3.043,89.15136592,89.15136592
MWW,3/5/17,Front Porch,FPA,2,4,scor,Scorpionfish,Scorpaena plumieri,Carnivores,Scorpaenidae,22,1,,0.01514,2.99,156.3038555,156.3038555
MWW,3/5/17,Front Porch,FPA,2,4,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,,0.01072,3.12,122.8593948,122.8593948
MWW,3/5/17,Front Porch,FPA,2,4,trum,Atlantic trumpetfish,Aulostomus maculatus,Carnivores,Aulostomidae,24,1,,0.0001,3.554,8.040272222,8.040272222
MWW,3/5/17,Front Porch,FPA,2,4,bbs,Blackbar soldierfish,Myripristis jacobus ,Carnivores,Holocentridae,14,4,,0.01202,3.06,38.64170288,154.5668115
MWW,3/5/17,Front Porch,FPA,2,4,SgM,Sergeant Major,Abudefduf saxatilis,Carnivores,Pomacentridae,10,4,,0.0182,3.05,20.42073587,81.68294347
MWW,3/5/17,Front Porch,FPA,2,4,FrG,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,18,1,,0.01349,3,78.67368,78.67368
MWW,3/5/17,Front Porch,FPA,2,4,QuP,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,21,1,T,0.0138,3.03,140.0243449,140.0243449
MWW,3/5/17,Front Porch,FPA,2,4,DcF,Doctorfish,Acanthurus chirurgus,Herbivores,Acanthuridae,18,1,,0.02089,2.96,108.5288135,108.5288135
REB,3/6/17,Oil Slick,Control,3,1,sqf,Squirrel Fish,Holocentrus adsensionis,Carnivores,Holocentridae,9,2,,0.01585,2.97,10.81756515,21.63513031
REB,3/6/17,Oil Slick,Control,3,1,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,13,1,I,0.0138,3.04,33.59439911,33.59439911
REB,3/6/17,Oil Slick,Control,3,1,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,12,1,,0.01349,3,23.31072,23.31072
REB,3/6/17,Oil Slick,Control,3,1,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,10,1,I,0.01096,3.01,11.2152912,11.2152912
REB,3/6/17,Oil Slick,Control,3,1,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,20,1,I,0.0138,3.04,124.4544051,124.4544051
REB,3/6/17,Oil Slick,Control,3,1,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,25,1,T,0.0138,3.03,237.4856172,237.4856172
REB,3/6/17,Oil Slick,Control,3,1,crf,Creole Fish,Paranthias furcifer,Carnivores,Serranidae,12,3,,0.0135,3.043,25.95866179,77.87598538
REB,3/6/17,Oil Slick,Control,3,1,blt,Blue Tang,Acanthurus coeruleus,Herbivores,Acanthuridae,11,1,,0.02512,2.96,30.37679729,30.37679729
REB,3/6/17,Oil Slick,Control,3,1,yts,Yellowtail Snapper,Ocyurus chrysurus,Carnivores,Lutjanidae,23,1,,0.01479,2.95,153.8385898,153.8385898
REB,3/6/17,Oil Slick,Control,3,1,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,22,1,I,0.0335,2.7086,144.9208526,144.9208526
REB,3/6/17,Oil Slick,Control,3,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,20,1,T,0.01072,3.12,122.8593948,122.8593948
REB,3/6/17,Oil Slick,Control,3,1,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,18,1,,0.01698,2.95,85.70212214,85.70212214
REB,3/6/17,Oil Slick,Control,3,1,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,19,2,T,0.0335,2.7086,97.42643485,194.8528697
REB,3/6/17,Oil Slick,Control,3,1,smg,Smallmouth Grunt,Haemulon chrysargyreum,Carnivores,Haemulidae,12,1,,0.01259,2.99,21.2215771,21.2215771
REB,3/6/17,Oil Slick,Control,3,1,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,14,1,,0.01349,3,37.01656,37.01656
REB,3/6/17,Oil Slick,Control,3,1,rbp,Redband Parrotfish,Sparisoma aurofrenatum,Herbivores,Scaridae,16,1,T,0.01072,3.12,61.24196702,61.24196702
REB,3/6/17,Oil Slick,Control,3,1,ocs,Ocean Surgeonfish,Acanthurus bahianus,Herbivores,Acanthuridae,13,2,,0.01862,2.91,32.47542414,64.95084829
REB,3/6/17,Oil Slick,Control,3,1,frg,French Grunt,Haemulon flavolineatum,Carnivores,Haemulidae,15,2,,0.01349,3,45.52875,91.0575
REB,3/6/17,Oil Slick,Control,3,1,baj,Bar Jack,Caranx ruber,Carnivores,Carangidae,25,2,,0.01698,2.95,225.8711232,451.7422464
REB,3/6/17,Oil Slick,Control,3,1,fra,French Angelfish,Pomacanthus paru,Carnivores,Pomacanthidae,23,1,,0.0309,2.95,321.4071958,321.4071958
REB,3/6/17,Oil Slick,Control,3,1,4eb,Foureye Butterflyfish,Chaetodon capistratus,Carnivores,Chaetodontidae,7,8,,0.02512,3.1,10.46703217,83.73625739
REB,3/6/17,Oil Slick,Control,3,1,qup,Queen Parrotfish,Scarus vetula,Herbivores,Scaridae,23,1,T,0.0138,3.03,184.4651926,184.4651926
REB,3/6/17,Oil Slick,Control,3,1,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,22,1,T,0.0138,3.04,166.2815393,166.2815393
REB,3/6/17,Oil Slick,Control,3,1,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,23,1,I,0.0138,3.04,190.3407201,190.3407201
REB,3/6/17,Oil Slick,Control,3,2,btp,Bucktooth parrotfish,Sparisoma radians,Herbivores,Scaridae,12,1,T,0.00955,3.05,18.68556232,18.68556232
REB,3/6/17,Oil Slick,Control,3,2,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,23,1,I,0.0138,3.04,190.3407201,190.3407201
REB,3/6/17,Oil Slick,Control,3,2,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,24,1,T,0.0138,3.04,216.6313276,216.6313276
REB,3/6/17,Oil Slick,Control,3,2,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,12,1,,0.01122,3.07,23.07168334,23.07168334
REB,3/6/17,Oil Slick,Control,3,2,sgm,Sergeant Major,Abudefduf saxatilis,Carnivores,Pomacentridae,7,1,,0.0182,3.05,6.880506509,6.880506509
REB,3/6/17,Oil Slick,Control,3,2,btp,Bucktooth parrotfish,Sparisoma radians,Herbivores,Scaridae,13,1,I,0.00955,3.05,23.8523183,23.8523183
REB,3/6/17,Oil Slick,Control,3,2,sqf,Squirrel Fish,Holocentrus adsensionis,Carnivores,Holocentridae,14,3,,0.01585,2.97,40.1818134,120.5454402
REB,3/6/17,Oil Slick,Control,3,2,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,14,1,I,0.01096,3.01,30.87848196,30.87848196
REB,3/6/17,Oil Slick,Control,3,2,gtf,Goatfish,Mulloidichthys martinicus,Carnivores,Mullidae,18,1,,0.00977,3.12,80.60180725,80.60180725
REB,3/6/17,Oil Slick,Control,3,2,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,20,1,I,0.0138,3.04,124.4544051,124.4544051
REB,3/6/17,Oil Slick,Control,3,2,spm,Spotted Moray,Gymnothorax moringa,Carnivores,Muraenidae,40,1,,0.00091,3.12,90.67103335,90.67103335
REB,3/6/17,Oil Slick,Control,3,2,grb,Graysby,Cephalopholis cruentata,Carnivores,Serranidae,12,1,,0.01122,3.07,23.07168334,23.07168334
REB,3/6/17,Oil Slick,Control,3,2,stop,Stoplight Parrotfish,Sparisoma viride,Herbivores,Scaridae,30,1,T,0.0138,3.04,426.9015196,426.9015196
REB,3/6/17,Oil Slick,Control,3,2,trum,Atlantic trumpetfish,Aulostomus maculatus,Carnivores,Aulostomidae,28,1,,0.0001,3.554,13.90591734,13.90591734
REB,3/6/17,Oil Slick,Control,3,2,prp,Princess Parrotfish,Scarus taeniopterus,Herbivores,Scaridae,13,1,T,0.0335,2.7086,34.85553644,34.85553644
REB,3/6/17,Oil Slick,Control,3,2,ocs,Ocean Surgeonfish,Acanthurus bahianus,Herbivores,Acanthuridae,12,1,,0.01862,2.91,25.72747131,25.72747131
REB,3/6/17,Oil Slick,Control,3,2,strp,Striped Parrotfish,Scarus iserti,Herbivores,Scaridae,15,1,I,0.01096,3.01,38.00539441,38.00539441
REB,3/6/17,Oil Slick,Control,3,2,brc,Brown Chromis,Chromis multilineata,Planktivore,Pomacentridae,7,10,,0.01479,2.98,4.879331593,48.79331593
